minter,buyer,value
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x21b42413bA931038f35e7A5224FaDb065d297Ba3,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,1000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,50000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0x66aB6D9362d4F35596279692F0251Db635165871,0x0063046686E46Dc6F15918b61AE2B121458534a5,50000000000000000000000
0x602C71e4DAC47a042Ee7f46E0aee17F94A3bA0B6,0x0063046686E46Dc6F15918b61AE2B121458534a5,1442852680787225717981824
0x602C71e4DAC47a042Ee7f46E0aee17F94A3bA0B6,0x33A4622B82D4c04a53e170c638B944ce27cffce3,228271734658308247911051
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,1000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,1000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,1000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,1000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,1000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,1000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,10000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,50000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,50000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,50000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,50000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,50000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,2000000000000000000000
0xE7eD6747FaC5360f88a2EFC03E00d25789F69291,0x33A4622B82D4c04a53e170c638B944ce27cffce3,50000000000000000000000
